date_id,datetime_id,market,rpt_key,last,diff_24h,diff_per_24h,bid,ask,low,high,volume,created_at,updated_at
31/05/2017,01/06/2017 00:00,bitstamp,btc_eur,1996.72,2029.99,-1.63892433,2005.5,2005.56,1950,2063.73,2314.50075,31/05/2017 14:59,31/05/2017 14:59
31/05/2017,01/06/2017 00:00,bitflyer,btc_jpy,267098,269649,-0.946044673,267124,267267,267124,267267,70922.88011,31/05/2017 14:59,31/05/2017 14:59
31/05/2017,01/06/2017 00:00,korbit,btc_krw,3003500,3140000,-4.347133758,3003500,3004000,3002000,3209500,6109.752872,31/05/2017 14:59,31/05/2017 14:59
31/05/2017,01/06/2017 00:00,bitstamp,btc_usd,2237.4,2239.37,-0.087971171,2233.09,2237.4,2154.28,2293.46,13681.28202,31/05/2017 14:59,31/05/2017 14:59
31/05/2017,01/06/2017 00:00,okcoin,btc_usd,2318.82,2228.7,4.043612869,2319.4,2319.99,2129.78,2318.82,4241.641516,31/05/2017 14:59,31/05/2017 14:59
31/05/2017,01/06/2017 00:00,korbit,etc_krw,22740,23150,-1.771058315,22700,22730,21000,25500,855853.3699,31/05/2017 14:59,31/05/2017 14:59
31/05/2017,01/06/2017 00:00,bitflyer,eth_btc,0.1034,0.08855,16.77018634,0.10315,0.1034,0.10315,0.1034,21670.567,31/05/2017 14:59,31/05/2017 14:59
31/05/2017,01/06/2017 00:00,korbit,eth_krw,311800,274500,13.58834244,311800,311950,272500,336000,327416.9493,31/05/2017 14:59,31/05/2017 14:59
31/05/2017,01/06/2017 00:00,bitflyer,fx_btc_jpy,266600,275066,-3.077806781,266276,266640,266276,266640,70921.7271,31/05/2017 14:59,31/05/2017 14:59
31/05/2017,01/06/2017 00:00,okcoin,ltc_usd,25.42,24.931,1.961413501,25.364,25.42,23.2,25.514,171028.35,31/05/2017 14:59,31/05/2017 14:59
31/05/2017,01/06/2017 00:01,korbit,etc_krw,22740,23010,-1.173402868,22700,22730,21000,25500,855853.3699,31/05/2017 14:59,31/05/2017 14:59
31/05/2017,01/06/2017 00:01,korbit,eth_krw,311900,272500,14.4587156,311900,311950,273000,336000,326531.2428,31/05/2017 15:00,31/05/2017 15:00
01/06/2017,01/06/2017 00:01,bitstamp,btc_eur,2005.56,2013.41,-0.389885816,2005.56,2006.01,1950,2063.73,2317.219654,31/05/2017 15:00,31/05/2017 15:00
01/06/2017,01/06/2017 00:01,bitflyer,btc_jpy,268271,269440,-0.433862827,268271,268300,268271,268300,71179.52085,31/05/2017 15:00,31/05/2017 15:00
01/06/2017,01/06/2017 00:01,korbit,btc_krw,3003500,3140000,-4.347133758,3003500,3004000,3002000,3209500,6116.842082,31/05/2017 15:00,31/05/2017 15:00
01/06/2017,01/06/2017 00:01,bitstamp,btc_usd,2248.39,2242.44,0.265335973,2247.77,2248.38,2154.28,2293.46,13701.6986,31/05/2017 15:00,31/05/2017 15:00
01/06/2017,01/06/2017 00:01,okcoin,btc_usd,2320.42,2228.4,4.129420212,2320.99,2321.49,2129.78,2322,4260.261516,31/05/2017 15:00,31/05/2017 15:00
01/06/2017,01/06/2017 00:01,bitflyer,eth_btc,0.1034,0.08813,17.3266765,0.10315,0.1034,0.10315,0.1034,21524.41534,31/05/2017 15:00,31/05/2017 15:00
01/06/2017,01/06/2017 00:01,bitflyer,fx_btc_jpy,268000,275064,-2.568129599,267858,268000,267858,268000,71179.52085,31/05/2017 15:00,31/05/2017 15:00
01/06/2017,01/06/2017 00:01,okcoin,ltc_usd,25.505,25.003,2.007759069,25.437,25.505,23.2,25.514,171285.683,31/05/2017 15:00,31/05/2017 15:00
01/06/2017,01/06/2017 00:02,bitstamp,btc_eur,2014.99,2016.7,-0.084791987,2014.9,2014.99,1950,2063.73,2330.304749,31/05/2017 15:01,31/05/2017 15:01
01/06/2017,01/06/2017 00:02,bitflyer,btc_jpy,268750,269507,-0.280883242,268295,268500,268295,268500,71668.0919,31/05/2017 15:01,31/05/2017 15:01
01/06/2017,01/06/2017 00:02,korbit,btc_krw,3017000,3159000,-4.495093384,3017000,3004000,3002000,3209500,6126.342962,31/05/2017 15:01,31/05/2017 15:01
01/06/2017,01/06/2017 00:02,bitstamp,btc_usd,2248.35,2238.58,0.436437384,2248.35,2248.69,2154.28,2293.46,13742.11091,31/05/2017 15:01,31/05/2017 15:01
01/06/2017,01/06/2017 00:02,okcoin,btc_usd,2323.5,2229.99,4.193292347,2323.5,2323.51,2129.78,2323.5,4263.031516,31/05/2017 15:01,31/05/2017 15:01
01/06/2017,01/06/2017 00:02,korbit,etc_krw,22700,23000,-1.304347826,22700,22730,21000,25500,848605.9607,31/05/2017 15:01,31/05/2017 15:01
01/06/2017,01/06/2017 00:02,bitflyer,eth_btc,0.1034,0.088,17.5,0.10315,0.1034,0.10315,0.1034,21376.26549,31/05/2017 15:01,31/05/2017 15:01
01/06/2017,01/06/2017 00:02,korbit,eth_krw,311950,275000,13.43636364,311650,311950,274000,336000,326480.64,31/05/2017 15:01,31/05/2017 15:01
01/06/2017,01/06/2017 00:02,bitflyer,fx_btc_jpy,269900,275064,-1.877381264,268905,269800,268905,269800,71666.0919,31/05/2017 15:01,31/05/2017 15:01
01/06/2017,01/06/2017 00:02,okcoin,ltc_usd,25.451,25.004,1.787713966,25.45,25.451,23.2,25.514,171128.184,31/05/2017 15:01,31/05/2017 15:01
01/06/2017,01/06/2017 00:03,bitstamp,btc_eur,2014.99,2016.7,-0.084791987,2014.9,2014.99,1950,2063.73,2331.871393,31/05/2017 15:02,31/05/2017 15:02
01/06/2017,01/06/2017 00:03,bitflyer,btc_jpy,268874,270182,-0.484118113,268874,268880,268874,268880,71568.74741,31/05/2017 15:02,31/05/2017 15:02
01/06/2017,01/06/2017 00:03,korbit,btc_krw,3019500,3155500,-4.309935034,3005000,3005500,3002000,3209500,6128.596992,31/05/2017 15:02,31/05/2017 15:02
01/06/2017,01/06/2017 00:03,bitstamp,btc_usd,2250,2245.99,0.178540421,2250.1,2251.44,2154.28,2293.46,13798.45772,31/05/2017 15:02,31/05/2017 15:02
01/06/2017,01/06/2017 00:03,okcoin,btc_usd,2364.4,2232.59,5.90390533,2364.41,2369.52,2129.78,2379,4308.703516,31/05/2017 15:02,31/05/2017 15:02
01/06/2017,01/06/2017 00:03,korbit,etc_krw,22700,22990,-1.261418008,22700,22730,21000,25500,847135.373,31/05/2017 15:01,31/05/2017 15:02
01/06/2017,01/06/2017 00:03,bitflyer,eth_btc,0.1034,0.08785,17.70062607,0.10315,0.1034,0.10315,0.1034,21367.78368,31/05/2017 15:02,31/05/2017 15:02
01/06/2017,01/06/2017 00:03,korbit,eth_krw,311700,274500,13.55191257,311700,311800,274000,336000,326347.1371,31/05/2017 15:02,31/05/2017 15:02
01/06/2017,01/06/2017 00:03,bitflyer,fx_btc_jpy,269000,280000,-3.928571429,268990,269000,268990,269000,71568.71741,31/05/2017 15:02,31/05/2017 15:02
01/06/2017,01/06/2017 00:03,okcoin,ltc_usd,25.713,25.01,2.81087565,25.711,25.713,23.2,25.713,173334.661,31/05/2017 15:02,31/05/2017 15:02
01/06/2017,01/06/2017 00:04,bitstamp,btc_eur,2014.99,2026.93,-0.589068197,2014.9,2014.99,1950,2063.73,2333.729465,31/05/2017 15:03,31/05/2017 15:03
01/06/2017,01/06/2017 00:04,bitflyer,btc_jpy,268900,270390,-0.551055882,268900,268903,268900,268903,71686.94737,31/05/2017 15:03,31/05/2017 15:03
01/06/2017,01/06/2017 00:04,korbit,btc_krw,3006000,3140500,-4.282757523,3006000,3006500,3002000,3209500,6127.511262,31/05/2017 15:03,31/05/2017 15:03
01/06/2017,01/06/2017 00:04,bitstamp,btc_usd,2253.78,2246,0.346393589,2253.78,2254.82,2154.28,2293.46,13815.11552,31/05/2017 15:03,31/05/2017 15:03
01/06/2017,01/06/2017 00:04,okcoin,btc_usd,2369.56,2241.03,5.735309211,2369.56,2369.57,2129.78,2379,4322.377516,31/05/2017 15:03,31/05/2017 15:03
01/06/2017,01/06/2017 00:04,korbit,etc_krw,22700,22900,-0.873362445,22690,22700,21000,25500,846004.624,31/05/2017 15:03,31/05/2017 15:03
01/06/2017,01/06/2017 00:04,bitflyer,eth_btc,0.10325,0.088,17.32954545,0.10315,0.10325,0.10315,0.10325,21317.78368,31/05/2017 15:03,31/05/2017 15:03
01/06/2017,01/06/2017 00:04,korbit,eth_krw,311700,280200,11.24197002,311700,311950,274000,336000,326195.1866,31/05/2017 15:03,31/05/2017 15:03
01/06/2017,01/06/2017 00:04,bitflyer,fx_btc_jpy,269000,280000,-3.928571429,268990,269000,268990,269000,71568.71741,31/05/2017 15:02,31/05/2017 15:02
01/06/2017,01/06/2017 00:04,okcoin,ltc_usd,26.15,25.01,4.558176729,26.013,26.22,23.2,26.22,173727.222,31/05/2017 15:03,31/05/2017 15:03
01/06/2017,01/06/2017 00:05,bitstamp,btc_eur,2014.99,2042.02,-1.323689288,2014.9,2014.99,1950,2063.73,2320.738642,31/05/2017 15:04,31/05/2017 15:04
01/06/2017,01/06/2017 00:05,bitflyer,btc_jpy,268900,270201,-0.481493407,268900,268903,268900,268903,71686.94737,31/05/2017 15:03,31/05/2017 15:03
01/06/2017,01/06/2017 00:05,korbit,btc_krw,3007000,3157000,-4.751346215,3007000,3007500,3002000,3209500,6128.428699,31/05/2017 15:04,31/05/2017 15:04
01/06/2017,01/06/2017 00:05,bitstamp,btc_usd,2257.39,2237.62,0.883528034,2253.79,2257.38,2154.28,2293.46,13803.00378,31/05/2017 15:04,31/05/2017 15:04
01/06/2017,01/06/2017 00:05,okcoin,btc_usd,2374.77,2245.86,5.73989474,2371.4,2374.77,2129.78,2379,4342.265516,31/05/2017 15:04,31/05/2017 15:04
01/06/2017,01/06/2017 00:05,korbit,etc_krw,22690,23000,-1.347826087,22620,22690,21000,25500,844498.86,31/05/2017 15:04,31/05/2017 15:04
01/06/2017,01/06/2017 00:05,bitflyer,eth_btc,0.1027,0.08818,16.46631889,0.1027,0.1029,0.1027,0.1029,21370.15786,31/05/2017 15:04,31/05/2017 15:04
01/06/2017,01/06/2017 00:05,korbit,eth_krw,311650,280850,10.96670821,311650,311700,274000,336000,326022.4981,31/05/2017 15:04,31/05/2017 15:04
01/06/2017,01/06/2017 00:05,bitflyer,fx_btc_jpy,269078,277682,-3.098508366,268900,269078,268900,269078,71677.70537,31/05/2017 15:04,31/05/2017 15:04
01/06/2017,01/06/2017 00:05,okcoin,ltc_usd,26,25.01,3.958416633,26,26.01,23.2,26.22,174861.559,31/05/2017 15:04,31/05/2017 15:04
01/06/2017,01/06/2017 00:06,bitstamp,btc_eur,2020,2039.99,-0.979906764,2014.99,2020,1950,2063.73,2322.684417,31/05/2017 15:05,31/05/2017 15:05
01/06/2017,01/06/2017 00:06,bitflyer,btc_jpy,268652,270201,-0.573276931,268652,268864,268652,268864,71658.35933,31/05/2017 15:05,31/05/2017 15:05
01/06/2017,01/06/2017 00:06,korbit,btc_krw,3018500,3157000,-4.387076338,3008500,3009000,3002000,3209500,6129.428699,31/05/2017 15:05,31/05/2017 15:05
01/06/2017,01/06/2017 00:06,bitstamp,btc_usd,2255.7,2255.96,-0.011525027,2255.69,2255.7,2154.28,2293.46,13764.19527,31/05/2017 15:05,31/05/2017 15:05
01/06/2017,01/06/2017 00:06,okcoin,btc_usd,2370.39,2251.19,5.294977323,2370.41,2370.42,2129.78,2379,4360.798516,31/05/2017 15:05,31/05/2017 15:05
01/06/2017,01/06/2017 00:06,korbit,etc_krw,22660,23010,-1.521077792,22650,22690,21000,25500,843538.8969,31/05/2017 15:05,31/05/2017 15:05
01/06/2017,01/06/2017 00:06,bitflyer,eth_btc,0.1034,0.0875,18.17142857,0.1034,0.1035,0.1034,0.1035,21424.64762,31/05/2017 15:05,31/05/2017 15:05
01/06/2017,01/06/2017 00:06,korbit,eth_krw,311700,280900,10.96475614,311700,311700,274000,336000,325874.8661,31/05/2017 15:05,31/05/2017 15:05
01/06/2017,01/06/2017 00:06,bitflyer,fx_btc_jpy,268470,277682,-3.317463862,268334,268450,268334,268450,71658.56733,31/05/2017 15:05,31/05/2017 15:05
01/06/2017,01/06/2017 00:06,okcoin,ltc_usd,25.926,25.016,3.63767189,25.926,25.937,23.2,26.22,174896.199,31/05/2017 15:05,31/05/2017 15:05
01/06/2017,01/06/2017 00:07,bitstamp,btc_eur,2020,2039.99,-0.979906764,2015.01,2020,1950,2063.73,2324.297759,31/05/2017 15:06,31/05/2017 15:06
01/06/2017,01/06/2017 00:07,bitflyer,btc_jpy,268648,271400,-1.014001474,268346,268499,268346,268499,71764.43445,31/05/2017 15:06,31/05/2017 15:06
01/06/2017,01/06/2017 00:07,korbit,btc_krw,3020000,3157000,-4.339562876,3010500,3011000,3002000,3209500,6136.220084,31/05/2017 15:06,31/05/2017 15:06
01/06/2017,01/06/2017 00:07,bitstamp,btc_usd,2258,2252.99,0.22237116,2255.69,2257.91,2154.28,2293.46,13761.8564,31/05/2017 15:06,31/05/2017 15:06
01/06/2017,01/06/2017 00:07,okcoin,btc_usd,2354.98,2249.8,4.67508223,2354.98,2354.99,2129.78,2379,4369.026516,31/05/2017 15:06,31/05/2017 15:06
01/06/2017,01/06/2017 00:07,korbit,etc_krw,22700,23480,-3.32197615,22650,22700,21000,25500,838927.8216,31/05/2017 15:06,31/05/2017 15:06
01/06/2017,01/06/2017 00:07,bitflyer,eth_btc,0.1035,0.08876,16.60657954,0.10222,0.1028,0.10222,0.1028,21491.39184,31/05/2017 15:06,31/05/2017 15:06
01/06/2017,01/06/2017 00:07,korbit,eth_krw,311500,281000,10.85409253,311600,311550,274000,336000,325875.6712,31/05/2017 15:06,31/05/2017 15:06
01/06/2017,01/06/2017 00:07,bitflyer,fx_btc_jpy,269701,277682,-2.874151007,269710,269800,269710,269800,71761.28365,31/05/2017 15:06,31/05/2017 15:06
01/06/2017,01/06/2017 00:07,okcoin,ltc_usd,25.743,25,2.972,25.746,25.821,23.2,26.22,175454.116,31/05/2017 15:06,31/05/2017 15:06
01/06/2017,01/06/2017 00:08,bitstamp,btc_eur,2015.01,2043,-1.370044053,2015.01,2020,1950,2063.73,2306.299717,31/05/2017 15:07,31/05/2017 15:07
01/06/2017,01/06/2017 00:08,bitflyer,btc_jpy,268652,271502,-1.049716024,268332,268400,268332,268400,71700.40489,31/05/2017 15:07,31/05/2017 15:07
01/06/2017,01/06/2017 00:08,korbit,btc_krw,3011500,3157000,-4.608805828,3011500,3012000,3002000,3209500,6135.928803,31/05/2017 15:07,31/05/2017 15:07
01/06/2017,01/06/2017 00:08,bitstamp,btc_usd,2255.33,2251.13,0.186572966,2253.33,2257.8,2154.28,2293.46,13746.68226,31/05/2017 15:07,31/05/2017 15:07
01/06/2017,01/06/2017 00:08,okcoin,btc_usd,2350,2248.97,4.492278688,2349.99,2350,2129.78,2379,4379.240516,31/05/2017 15:07,31/05/2017 15:07
01/06/2017,01/06/2017 00:08,korbit,etc_krw,22730,23300,-2.446351931,22700,22730,21000,25500,838335.4231,31/05/2017 15:07,31/05/2017 15:07
01/06/2017,01/06/2017 00:08,bitflyer,eth_btc,0.1022,0.08923,14.53547013,0.10221,0.10269,0.10221,0.10269,21491.89504,31/05/2017 15:07,31/05/2017 15:07
01/06/2017,01/06/2017 00:08,korbit,eth_krw,310950,283950,9.508716323,310900,311000,274000,336000,325932.4772,31/05/2017 15:07,31/05/2017 15:07
01/06/2017,01/06/2017 00:08,bitflyer,fx_btc_jpy,269559,278500,-3.210412926,269559,269560,269559,269560,71700.40489,31/05/2017 15:07,31/05/2017 15:07
01/06/2017,01/06/2017 00:08,okcoin,ltc_usd,25.701,25.15,2.190854871,25.664,25.7,23.2,26.22,175429.609,31/05/2017 15:07,31/05/2017 15:07
01/06/2017,01/06/2017 00:09,bitstamp,btc_eur,2020,2041.98,-1.076406233,2015.98,2020,1950,2063.73,2302.51779,31/05/2017 15:08,31/05/2017 15:08
01/06/2017,01/06/2017 00:09,bitflyer,btc_jpy,268304,271980,-1.351569968,268304,268619,268304,268619,71726.40699,31/05/2017 15:08,31/05/2017 15:08
01/06/2017,01/06/2017 00:09,korbit,btc_krw,3012000,3159500,-4.668460199,3012000,3012500,3002000,3209500,6139.028202,31/05/2017 15:08,31/05/2017 15:08
01/06/2017,01/06/2017 00:09,bitstamp,btc_usd,2257.74,2251.13,0.29363031,2257.74,2257.75,2154.28,2293.46,13695.33845,31/05/2017 15:08,31/05/2017 15:08
01/06/2017,01/06/2017 00:09,okcoin,btc_usd,2350.32,2248,4.551601424,2347.15,2350.32,2129.78,2379,4385.352516,31/05/2017 15:08,31/05/2017 15:08
01/06/2017,01/06/2017 00:09,korbit,etc_krw,22650,23300,-2.789699571,22650,22730,21000,25500,838419.1846,31/05/2017 15:08,31/05/2017 15:08
01/06/2017,01/06/2017 00:09,bitflyer,eth_btc,0.102,0.08923,14.31133027,0.10156,0.102,0.10156,0.102,21508.38494,31/05/2017 15:08,31/05/2017 15:08
01/06/2017,01/06/2017 00:09,korbit,eth_krw,310000,284950,8.791015968,310000,310100,274000,336000,326040.7263,31/05/2017 15:08,31/05/2017 15:08
01/06/2017,01/06/2017 00:09,bitflyer,fx_btc_jpy,268885,278500,-3.452423698,268877,268885,268877,268885,71726.47337,31/05/2017 15:08,31/05/2017 15:08
01/06/2017,01/06/2017 00:09,okcoin,ltc_usd,25.691,25.16,2.110492846,25.702,25.726,23.2,26.22,173746.728,31/05/2017 15:08,31/05/2017 15:08
01/06/2017,01/06/2017 00:10,bitstamp,btc_eur,2014.99,2046,-1.515640274,2014.9,2014.99,1950,2063.73,2308.013896,31/05/2017 15:09,31/05/2017 15:09
01/06/2017,01/06/2017 00:10,bitflyer,btc_jpy,268235,272500,-1.565137615,268210,268532,268210,268532,71719.73444,31/05/2017 15:09,31/05/2017 15:09
01/06/2017,01/06/2017 00:10,korbit,btc_krw,3012000,3159500,-4.668460199,3013000,3012500,3002000,3209500,6147.582196,31/05/2017 15:09,31/05/2017 15:09
01/06/2017,01/06/2017 00:10,bitstamp,btc_usd,2255.7,2255.03,0.029711356,2254.87,2255.99,2154.28,2293.46,13638.73092,31/05/2017 15:09,31/05/2017 15:09
01/06/2017,01/06/2017 00:10,okcoin,btc_usd,2346.62,2250,4.294222222,2345,2346.55,2129.78,2379,4391.673516,31/05/2017 15:09,31/05/2017 15:09
01/06/2017,01/06/2017 00:10,korbit,etc_krw,22650,23010,-1.564537158,22700,22740,21000,25500,837419.1846,31/05/2017 15:08,31/05/2017 15:09
01/06/2017,01/06/2017 00:10,bitflyer,eth_btc,0.1019,0.0901,13.09655938,0.10153,0.1019,0.10153,0.1019,21514.00291,31/05/2017 15:09,31/05/2017 15:09
01/06/2017,01/06/2017 00:10,korbit,eth_krw,309000,284000,8.802816901,308000,309000,274000,336000,325789.6833,31/05/2017 15:09,31/05/2017 15:09
01/06/2017,01/06/2017 00:10,bitflyer,fx_btc_jpy,268460,278300,-3.535752785,268460,268988,268460,268988,71727.45604,31/05/2017 15:09,31/05/2017 15:09
01/06/2017,01/06/2017 00:10,okcoin,ltc_usd,25.776,25.336,1.736659299,25.791,25.816,23.2,26.22,173825.35,31/05/2017 15:09,31/05/2017 15:09
01/06/2017,01/06/2017 00:11,bitstamp,btc_eur,2014.99,2046,-1.515640274,2011.81,2014.99,1950,2063.73,2305.323318,31/05/2017 15:10,31/05/2017 15:10
01/06/2017,01/06/2017 00:11,bitflyer,btc_jpy,267975,272700,-1.732673267,267975,268379,267975,268379,71916.82889,31/05/2017 15:10,31/05/2017 15:10
01/06/2017,01/06/2017 00:11,korbit,btc_krw,3012000,3145500,-4.244158321,3012000,3012500,3002000,3209500,6146.45022,31/05/2017 15:10,31/05/2017 15:10
01/06/2017,01/06/2017 00:11,bitstamp,btc_usd,2254.82,2258.9,-0.180618885,2253.36,2254.84,2154.28,2293.46,13644.65697,31/05/2017 15:10,31/05/2017 15:10
01/06/2017,01/06/2017 00:11,okcoin,btc_usd,2341.61,2250,4.071555556,2341.53,2341.61,2129.78,2379,4398.300516,31/05/2017 15:10,31/05/2017 15:10
01/06/2017,01/06/2017 00:11,korbit,etc_krw,22740,23010,-1.173402868,22650,22740,21000,25500,837456.6145,31/05/2017 15:10,31/05/2017 15:10
01/06/2017,01/06/2017 00:11,bitflyer,eth_btc,0.10144,0.08901,13.96472306,0.10143,0.1019,0.10143,0.1019,21430.78109,31/05/2017 15:10,31/05/2017 15:10
01/06/2017,01/06/2017 00:11,korbit,eth_krw,308250,283700,8.653507226,308000,308100,274000,336000,325751.8558,31/05/2017 15:10,31/05/2017 15:10
01/06/2017,01/06/2017 00:11,bitflyer,fx_btc_jpy,267088,279138,-4.316861194,267399,267400,267399,267400,71916.82889,31/05/2017 15:10,31/05/2017 15:10
01/06/2017,01/06/2017 00:11,okcoin,ltc_usd,25.78,25.335,1.756463391,25.696,25.756,23.2,26.22,173920.823,31/05/2017 15:10,31/05/2017 15:10
01/06/2017,01/06/2017 00:12,bitstamp,btc_eur,2014.99,2048.99,-1.659354121,2009.65,2014.99,1950,2063.73,2306.720606,31/05/2017 15:11,31/05/2017 15:11
01/06/2017,01/06/2017 00:12,bitflyer,btc_jpy,267260,272247,-1.831792453,267260,267320,267260,267320,71922.33023,31/05/2017 15:11,31/05/2017 15:11
01/06/2017,01/06/2017 00:12,korbit,btc_krw,3008000,3145500,-4.371324114,3008000,3008500,3002000,3209500,6148.14263,31/05/2017 15:11,31/05/2017 15:11
01/06/2017,01/06/2017 00:12,bitstamp,btc_usd,2256.01,2263.71,-0.340149578,2256.01,2257.17,2154.28,2293.46,13642.49441,31/05/2017 15:11,31/05/2017 15:11
01/06/2017,01/06/2017 00:12,okcoin,btc_usd,2353.18,2250,4.585777778,2351.03,2353.18,2129.78,2379,4412.603516,31/05/2017 15:11,31/05/2017 15:11
01/06/2017,01/06/2017 00:12,korbit,etc_krw,22740,23000,-1.130434783,22660,22740,21000,25500,836406.59,31/05/2017 15:10,31/05/2017 15:11
01/06/2017,01/06/2017 00:12,bitflyer,eth_btc,0.1014,0.08929,13.562549,0.10103,0.10149,0.10103,0.10149,21433.74149,31/05/2017 15:11,31/05/2017 15:11
01/06/2017,01/06/2017 00:12,korbit,eth_krw,307500,281150,9.372221234,307000,307850,274000,336000,325697.6984,31/05/2017 15:11,31/05/2017 15:11
01/06/2017,01/06/2017 00:12,bitflyer,fx_btc_jpy,267199,278010,-3.888709039,266971,267199,266971,267199,71922.29743,31/05/2017 15:11,31/05/2017 15:11
01/06/2017,01/06/2017 00:12,okcoin,ltc_usd,25.78,25.241,2.135414603,25.697,25.755,23.2,26.22,173894.783,31/05/2017 15:11,31/05/2017 15:11
01/06/2017,01/06/2017 00:13,bitstamp,btc_eur,2014.99,2038,-1.129048086,2009.93,2014.99,1950,2063.73,2308.184689,31/05/2017 15:12,31/05/2017 15:12
01/06/2017,01/06/2017 00:13,bitflyer,btc_jpy,267693,272000,-1.583455882,267124,267693,267124,267693,72171.9125,31/05/2017 15:12,31/05/2017 15:12
01/06/2017,01/06/2017 00:13,korbit,btc_krw,3009000,3146000,-4.354736173,3009000,3009500,3002000,3209500,6147.081962,31/05/2017 15:12,31/05/2017 15:12
01/06/2017,01/06/2017 00:13,bitstamp,btc_usd,2257.12,2258.49,-0.060659999,2253,2257,2154.28,2293.46,13635.00867,31/05/2017 15:12,31/05/2017 15:12
01/06/2017,01/06/2017 00:13,okcoin,btc_usd,2347.92,2248.99,4.39886349,2348.42,2350.08,2129.78,2379,4416.022516,31/05/2017 15:12,31/05/2017 15:12
01/06/2017,01/06/2017 00:13,korbit,etc_krw,22740,23240,-2.151462995,22650,22740,21000,25500,836274.5884,31/05/2017 15:10,31/05/2017 15:12
01/06/2017,01/06/2017 00:13,bitflyer,eth_btc,0.1015,0.08905,13.9809096,0.10103,0.10147,0.10103,0.10147,21430.24049,31/05/2017 15:12,31/05/2017 15:12
01/06/2017,01/06/2017 00:13,korbit,eth_krw,309300,281000,10.07117438,309300,310300,274000,336000,325698.5114,31/05/2017 15:12,31/05/2017 15:12
01/06/2017,01/06/2017 00:13,bitflyer,fx_btc_jpy,268066,278143,-3.622956537,268066,268080,268066,268080,72171.9125,31/05/2017 15:12,31/05/2017 15:12
01/06/2017,01/06/2017 00:13,okcoin,ltc_usd,25.936,25.241,2.753456678,25.869,25.937,23.2,26.22,173940.371,31/05/2017 15:12,31/05/2017 15:12
01/06/2017,01/06/2017 00:14,bitstamp,btc_eur,2014.99,2044.97,-1.466036177,2011.22,2014.99,1950,2063.73,2307.786421,31/05/2017 15:13,31/05/2017 15:13
01/06/2017,01/06/2017 00:14,bitflyer,btc_jpy,266310,270058,-1.387850017,266502,266999,266502,266999,72145.95968,31/05/2017 15:13,31/05/2017 15:13
01/06/2017,01/06/2017 00:14,korbit,btc_krw,3011500,3153500,-4.502933249,3011500,3012000,3002000,3209500,6149.559501,31/05/2017 15:13,31/05/2017 15:13
01/06/2017,01/06/2017 00:14,bitstamp,btc_usd,2256.86,2259.79,-0.129658066,2253.07,2256.76,2154.28,2293.46,13655.34223,31/05/2017 15:13,31/05/2017 15:13
01/06/2017,01/06/2017 00:14,okcoin,btc_usd,2356.69,2245.61,4.946540138,2351.16,2356.64,2129.78,2379,4422.572516,31/05/2017 15:13,31/05/2017 15:13
01/06/2017,01/06/2017 00:14,korbit,etc_krw,22740,23240,-2.151462995,22650,22740,21000,25500,836250.0652,31/05/2017 15:13,31/05/2017 15:13
01/06/2017,01/06/2017 00:14,bitflyer,eth_btc,0.1015,0.08905,13.9809096,0.10103,0.10147,0.10103,0.10147,21430.24049,31/05/2017 15:12,31/05/2017 15:12
01/06/2017,01/06/2017 00:14,korbit,eth_krw,307000,280700,9.369433559,307500,309150,274000,336000,325416.2264,31/05/2017 15:13,31/05/2017 15:13
01/06/2017,01/06/2017 00:14,bitflyer,fx_btc_jpy,268066,277051,-3.243085208,268066,268080,268066,268080,72171.9125,31/05/2017 15:12,31/05/2017 15:12
01/06/2017,01/06/2017 00:14,okcoin,ltc_usd,26.12,25.241,3.482429381,26.12,26.136,23.2,26.22,174595.617,31/05/2017 15:13,31/05/2017 15:13
01/06/2017,01/06/2017 00:15,bitstamp,btc_eur,2019.99,2036.01,-0.786833071,2017.93,2019.99,1950,2063.73,2310.457276,31/05/2017 15:14,31/05/2017 15:14
01/06/2017,01/06/2017 00:15,bitflyer,btc_jpy,266361,270139,-1.398539271,265645,266356,265645,266356,72116.85324,31/05/2017 15:14,31/05/2017 15:14
01/06/2017,01/06/2017 00:15,korbit,btc_krw,3012500,3153000,-4.456073581,3012500,3013000,3002000,3209500,6150.825204,31/05/2017 15:14,31/05/2017 15:14
01/06/2017,01/06/2017 00:15,bitstamp,btc_usd,2256.72,2256.61,0.004874569,2253.07,2256.62,2154.28,2293.46,13648.4152,31/05/2017 15:14,31/05/2017 15:14
01/06/2017,01/06/2017 00:15,okcoin,btc_usd,2355.98,2250,4.710222222,2352.86,2355.87,2129.78,2379,4414.936516,31/05/2017 15:14,31/05/2017 15:14
01/06/2017,01/06/2017 00:15,korbit,etc_krw,22740,23220,-2.067183463,22650,22740,21000,25500,834530.4686,31/05/2017 15:14,31/05/2017 15:14
01/06/2017,01/06/2017 00:15,bitflyer,eth_btc,0.10122,0.08906,13.6537166,0.10113,0.10122,0.10113,0.10122,21441.43049,31/05/2017 15:14,31/05/2017 15:14
01/06/2017,01/06/2017 00:15,korbit,eth_krw,307600,278500,10.44883303,307600,309800,274000,336000,325317.7221,31/05/2017 15:14,31/05/2017 15:14
01/06/2017,01/06/2017 00:15,bitflyer,fx_btc_jpy,268469,276000,-2.728623188,267901,268469,267901,268469,72115.89935,31/05/2017 15:14,31/05/2017 15:14
